imsi,longitude,latitude,start,end,startPlot,endPlot
460000095083457844,123.39260859999999,41.83023071,1538569782922,1538569782922,484,484
460000095083457844,123.41359709999999,41.82078171,1538570244651,1538570244651,74,74
460000095083457844,123.41359709999999,41.82078171,1538570290254,1538570290254,74,74
460000095083457844,123.39906311,41.80248718,1538570918884.0,1538574400553.0,112.0,112.0
460000095083457844,123.39956670000001,41.80458832,1538576516720,1538576516720,478,478
460000095083457844,123.40065,41.79916,1538576844111,1538576844111,112,112
460000095083457844,123.40065,41.79916,1538579202537,1538579202537,112,112
460000095083457844,123.40065,41.79916,1538579627006,1538579627006,112,112
460000095083457844,123.40065,41.79916,1538580594539,1538580594539,112,112
460000095083470449,123.40678088,41.78228505,1538496530100.0,1538499026359.0,1007.0,707.0
460000095083470449,123.3501663,41.78908920000001,1538499674959,1538499674959,166,166
460000095083470449,123.33557890000002,41.79264832,1538499797146,1538499797146,1004,1004
460000095083470449,123.3363037,41.790958399999994,1538499958690,1538499958690,1014,1014
460000095083470449,123.3363037,41.790958399999994,1538500025834,1538500025834,1014,1014
460000095083470449,123.3630905,41.78102875,1538500663365,1538500663365,1011,1011
460000095083470449,123.41112425,41.784441,1538500990994.0,1538502852959.0,806.0,221.0
460000095083470449,123.42214969999999,41.78771973,1538506503944,1538506503944,221,221
460000095083470449,123.42214969999999,41.78771973,1538534197596,1538534197596,221,221
460000095083470449,123.42214969999999,41.78771973,1538535404666,1538535404666,221,221
460000095083470449,123.41931149999999,41.78630829,1538535620147,1538535620147,220,220
460000095083470449,123.41683959999999,41.78324127,1538535746657,1538535746657,176,176
460000095083470449,123.3975372,41.7638588,1538536420389,1538536420389,123,123
460000095083470449,123.3260727,41.78894043,1538537023027,1538537023027,147,147
460000095083470449,123.32295990000001,41.79343033,1538537113599,1538537113599,1016,1016
460000095083470449,123.32295990000001,41.79343033,1538538759536,1538538759536,1016,1016
460000095083470449,123.32295990000001,41.79343033,1538542420323,1538542420323,1016,1016
460000095083470449,123.32295990000001,41.79343033,1538546290349,1538546290349,1016,1016
460000095083470449,123.33557890000002,41.79264832,1538551923170,1538551923170,1004,1004
460000095083470449,123.38093719,41.78625793,1538553540809.0,1538556244539.0,1012.0,1012.0
460000095083470449,123.40924294,41.7818799,1538558281188.0,1538566859941.0,1013.0,274.0
460000095083470449,123.38919070000001,41.78546906,1538567207001,1538567207001,806,806
460000095083470449,123.37180330000001,41.79592896,1538567515446,1538567515446,452,452
460000095083470449,123.3785324,41.80574036,1538567752439,1538567752439,607,607
460000095083470449,123.3848801,41.81599045,1538568105844,1538568105844,634,634
460000095083470449,123.3876038,41.82257843,1538568331301,1538568331301,653,653
460000095083470449,123.3876038,41.82257843,1538568340487,1538568340487,653,653
460000095083470449,123.3876038,41.82257843,1538568791252,1538568791252,653,653
460000095083470449,123.4131699,41.81354904,1538569472475,1538569472475,59,59
460000095083470449,123.4131699,41.81354904,1538569812160,1538569812160,59,59
460000095083470449,123.40036770000002,41.79272079,1538570509255,1538570509255,14,14
460000095083470449,123.40036770000002,41.79272079,1538570509505,1538570509505,14,14
460000095083470449,123.39848329999998,41.79013824,1538571259825,1538571259825,1023,1023
460000095083470449,123.4101486,41.77920151,1538572754744,1538572754744,1008,1008
460000095083470449,123.41183949,41.78038168,1538573065272.0,1538576091283.0,1007.0,1024.0
460000095083470449,123.4267578,41.80054855,1538576197293,1538576197293,649,649
460000095083470449,123.42114848,41.82222453,1538577212264.0,1538581250437.0,1005.0,356.0
460000095083470449,123.39824679999998,41.78939819,1538582133866,1538582133866,36,36
460000095083499334,123.527092,41.82112885,1538496048928,1538496048928,494,494
460000095083499334,123.527092,41.82112885,1538497346090.0,1538500144515.0,494.0,494.0
460000095083499334,123.527092,41.82112885,1538502128174,1538502128174,494,494
460000095083499334,123.527092,41.82112885,1538502237671,1538502237671,494,494
460000095083499334,123.527092,41.82112885,1538502990619,1538502990619,494,494
460000095083499334,123.527092,41.82112885,1538503216156,1538503216156,494,494
460000095083499334,123.527092,41.82112885,1538505258918,1538505258918,494,494
460000095083499334,123.527092,41.82112885,1538506556062,1538506556062,494,494
460000095083499334,123.527092,41.82112885,1538507900451,1538507900451,494,494
460000095083499334,123.527092,41.82112885,1538508992785.0,1538511535841.0,494.0,494.0
460000095083499334,123.52607728,41.82105446,1538513178468.0,1538520124287.0,494.0,494.0
460000095083499334,123.527092,41.82112885,1538522148971,1538522148971,494,494
460000095083499334,123.527092,41.82112885,1538522787365,1538522787365,494,494
460000095083499334,123.527092,41.82112885,1538524249200,1538524249200,494,494
460000095083499334,123.527092,41.82112885,1538527214667,1538527214667,494,494
460000095083499334,123.527092,41.82112885,1538528423820,1538528423820,494,494
460000095083499334,123.527092,41.82112885,1538529574124,1538529574124,494,494
460000095083499334,123.5230331,41.820831299999995,1538533587386,1538533587386,497,497
460000095083499334,123.527092,41.82112885,1538533972666,1538533972666,494,494
460000095083499334,123.5230331,41.820831299999995,1538534871345,1538534871345,497,497
460000095083499334,123.5230331,41.820831299999995,1538534917113,1538534917113,497,497
460000095083499334,123.527092,41.82112885,1538546450706,1538546450706,494,494
460000095083499334,123.50682830000001,41.81856155,1538547507462,1538547507462,498,498
460000095083499334,123.50700379999999,41.801651,1538547875875,1538547875875,544,544
460000095083499334,123.50794979999999,41.7985611,1538547882598,1538547882598,523,523
460000095083499334,123.4944763,41.79679108,1538547969265,1538547969265,543,543
460000095083499334,123.46981809999998,41.81048965,1538549970857,1538549970857,549,549
460000095083499334,123.46846770000002,41.80929947,1538549972868,1538549972868,319,319
460000095083499334,123.47010800000001,41.80852127,1538550162696,1538550162696,499,499
460000095083499334,123.47048190000001,41.80458832,1538550231806,1538550231806,517,517
460000095083499334,123.47048190000001,41.80458832,1538550250208,1538550250208,517,517
460000095083499334,123.4396362,41.80488968,1538550704387,1538550704387,1,1
460000095083499334,123.3940125,41.77256012,1538552197047,1538552197047,286,286
460000095083499334,123.4500885,41.74700928,1538553014496,1538553014496,500,500
460000095083499334,123.43533329999998,41.7365303,1538553274213,1538553274213,501,501
460000095083499334,123.42346189999999,41.77199936,1538554063116,1538554063116,502,502
460000095083499334,123.4153519,41.7809906,1538554180619,1538554180619,172,172
460000095083499334,123.40036770000002,41.79272079,1538554482939,1538554482939,14,14
460000095083499334,123.386528,41.80400848,1538554949392,1538554949392,351,351
460000095083499334,123.36467739999999,41.8122406,1538555416138,1538555416138,503,503
460000095083499334,123.3805008,41.82862854,1538555738228,1538555738228,531,531
460000095083499334,123.39913940000001,41.82085037,1538556067349,1538556067349,61,61
460000095083499334,123.41217040000001,41.8152504,1538556214403,1538556214403,5,5
460000095083499334,123.44027709999999,41.7974205,1538556975167,1538556975167,504,504
460000095083499334,123.44979099999999,41.80157852,1538557232722,1538557232722,518,518
460000095083499334,123.44979099999999,41.80157852,1538557266769,1538557266769,518,518
460000095083499334,123.49038700000001,41.820961,1538558630337,1538558630337,524,524
460000095083499334,123.4834518,41.81864166,1538558783353,1538558783353,519,519
460000095083499334,123.4723511,41.81412125,1538558848723,1538558848723,506,506
460000095083499334,123.46842190000001,41.80614853,1538559185420,1538559185420,505,505
460000095083499334,123.46852109999999,41.82378006,1538559832776,1538559832776,520,520
460000095083499334,123.4102427,41.71945,1538561513456.0,1538562830703.0,507.0,120.0
460000095083499334,123.42845919999999,41.73984146,1538563524226,1538563524226,525,525
460000095083499334,123.4380798,41.73965836,1538563639820,1538563639820,508,508
460000095083499334,123.4380798,41.73965836,1538563672841,1538563672841,508,508
460000095083499334,123.4448166,41.74306107,1538563733237,1538563733237,537,537
460000095083499334,123.4367371,41.78224945,1538564238457,1538564238457,521,521
460000095083499334,123.4489136,41.80635071,1538564801061,1538564801061,458,458
460000095083499334,123.45327759999998,41.81713104,1538565069646,1538565069646,509,509
460000095083499334,123.39685060000001,41.809619899999994,1538566197295,1538566197295,527,527
460000095083499334,123.34554543,41.81587982,1538566449414.0,1538566990249.0,528.0,511.0
460000095083499334,123.37641140000001,41.79084015,1538567904449,1538567904449,533,533
460000095083499334,123.3942108,41.77685928,1538568319653,1538568319653,276,276
460000095083499334,123.3942108,41.77685928,1538568356021,1538568356021,276,276
460000095083499334,123.39539340000002,41.74097061,1538568707940,1538568707940,540,540
460000095083499334,123.4054337,41.73435974,1538568829564,1538568829564,120,120
460000095083499334,123.40897369999999,41.76647949,1538570131861,1538570131861,541,541
460000095083499334,123.41152949999999,41.76802826,1538570230473,1538570230473,536,536
460000095083499334,123.42888640000001,41.77196121,1538570541463,1538570541463,512,512
460000095083499334,123.4357605,41.77159119,1538570590190,1538570590190,535,535
460000095083499334,123.4472733,41.78739929,1538571083809,1538571083809,557,557
460000095083499334,123.45690159999998,41.82500839,1538571737560,1538571737560,546,546
460000095083499334,123.45461270000001,41.83404922,1538572115747,1538572115747,529,529
460000095083499334,123.417511,41.82001114,1538572884578,1538572884578,513,513
460000095083499334,123.42086029999999,41.81906128,1538573221446,1538573221446,317,317
460000095083499334,123.4106903,41.80588913,1538573623796,1538573623796,131,131
460000095083499334,123.40606204,41.82187288,1538573954296.0,1538578293693.0,61.0,532.0
460000095083499334,123.47048190000001,41.80458832,1538578512282,1538578512282,517,517
460000095083499334,123.5324033,41.81520112,1538579177543.0,1538582114116.0,347.0,347.0
460000095083818745,123.3926785,41.78815396,1538496028448.0,1538507183235.0,1082.0,806.0
460000095083818745,123.3956909,41.79013824,1538515974574,1538515974574,1082,1082
460000095083818745,123.3956909,41.79013824,1538518670570,1538518670570,1082,1082
460000095083818745,123.3956909,41.79013824,1538520108810,1538520108810,1082,1082
460000095083818745,123.3956909,41.79013824,1538520580572,1538520580572,1082,1082
460000095083818745,123.3956909,41.79013824,1538523449752,1538523449752,1082,1082
460000095083818745,123.3956909,41.79013824,1538524917747,1538524917747,1082,1082
460000095083818745,123.3956909,41.79013824,1538526442688,1538526442688,1082,1082
460000095083818745,123.3947525,41.78841019,1538526682332,1538526682332,1364,1364
460000095083818745,123.3956909,41.79013824,1538527366569,1538527366569,1082,1082
460000095083818745,123.3956909,41.79013824,1538529413140,1538529413140,1082,1082
460000095083818745,123.38444215,41.79016533,1538531338567.0,1538534974246.0,1082.0,445.0
460000095083818745,123.3726807,41.79486084,1538537978395,1538537978395,445,445
460000095083818745,123.3726807,41.79486084,1538538668897,1538538668897,445,445
460000095083818745,123.3726807,41.79486084,1538539928290,1538539928290,445,445
460000095083818745,123.3726807,41.79486084,1538540003720,1538540003720,445,445
460000095083818745,123.3726807,41.79486084,1538542664092,1538542664092,445,445
460000095083818745,123.3726807,41.79486084,1538544001150,1538544001150,445,445
460000095083818745,123.389473,41.78527069,1538544472278,1538544472278,901,901
460000095083818745,123.38342794,41.79195616,1538545704667.0,1538549814725.0,1082.0,1082.0
460000095083818745,123.3956909,41.79013824,1538553044106,1538553044106,1082,1082
460000095083818745,123.3947525,41.78841019,1538553869689,1538553869689,1364,1364
460000095083818745,123.3926926,41.78757095,1538554921220,1538554921220,1366,1366
460000095083818745,123.3926926,41.78757095,1538555351021,1538555351021,1366,1366
460000095083818745,123.3956909,41.79013824,1538555827450,1538555827450,1082,1082
460000095083818745,123.3926926,41.78757095,1538556313775,1538556313775,1366,1366
460000095083818745,123.3926926,41.78757095,1538557430475,1538557430475,1366,1366
460000095083818745,123.3956909,41.79013824,1538561330547,1538561330547,1082,1082
460000095083818745,123.3956909,41.79013824,1538564278263,1538564278263,1082,1082
460000095083818745,123.3956909,41.79013824,1538565274573,1538565274573,1082,1082
460000095083818745,123.39770365,41.79354691,1538568047714.0,1538574657391.0,1082.0,10.0
460000095083818745,123.4128571,41.80469894,1538577375453,1538577375453,10,10
460000095083818745,123.4128571,41.80469894,1538578276106,1538578276106,10,10
460000095083818745,123.4128571,41.80469894,1538580319518,1538580319518,10,10
460000095083818745,123.4128571,41.80469894,1538580353790,1538580353790,10,10
460000095083818745,123.4128571,41.80469894,1538580578540,1538580578540,10,10
460000095083818745,123.40036770000002,41.79272079,1538581956228,1538581956228,14,14
460000095084416880,123.4028625,41.77616882,1538502383530,1538502383530,293,293
460000095084416880,123.4003906,41.7820015,1538502823505,1538502823505,194,194
460000095084416880,123.35939029999999,41.80435944,1538503597021,1538503597021,606,606
460000095084416880,123.4025497,41.80027008,1538504708193,1538504708193,593,593
460000095084416880,123.3960419,41.80461121,1538504909170,1538504909170,599,599
460000095084416880,123.4413986,41.79521179,1538507496337,1538507496337,82,82
460000095084416880,123.40621189999999,41.79008865,1538507960549,1538507960549,179,179
460000095084416880,123.40553983,41.74009418,1538509487724.0,1538513486640.0,569.0,120.0
460000095084416880,123.36396029999999,41.66891861,1538514621626,1538514621626,585,585
460000095084416880,123.3758926,41.67221069,1538514808227,1538514808227,594,594
460000095084416880,123.37603,41.67359161,1538514903577,1538514903577,568,568
460000095084416880,123.3636703,41.67567825,1538515442349,1538515442349,591,591
460000095084416880,123.3238373,41.65752029,1538516338670,1538516338670,574,574
460000095084416880,123.3321228,41.65560913,1538516965065,1538516965065,595,595
460000095084416880,123.2977524,41.66146088,1538517210960,1538517210960,567,567
460000095084416880,123.2977524,41.66146088,1538517239805,1538517239805,567,567
460000095084416880,123.29283909999998,41.66016006,1538517315503,1538517315503,598,598
460000095084416880,123.2977524,41.66146088,1538517686666,1538517686666,567,567
460000095084416880,123.2977524,41.66146088,1538517775855,1538517775855,567,567
460000095084416880,123.2977524,41.66146088,1538552725225,1538552725225,567,567
460000095084416880,123.3238373,41.65752029,1538553592859,1538553592859,574,574
460000095084416880,123.36396029999999,41.66891861,1538554183163,1538554183163,585,585
460000095084416880,123.3872604,41.68149948,1538554439509,1538554439509,117,117
460000095084416880,123.45408629999999,41.68320084,1538554880518,1538554880518,609,609
460000095084416880,123.468399,41.70088959,1538556054051,1538556054051,610,610
460000095084416880,123.46607209999999,41.70196915,1538556277006,1538556277006,559,559
460000095084416880,123.45501709999999,41.72201157,1538556458357,1538556458357,571,571
460000095084416880,123.45841979999999,41.7183609,1538556541835,1538556541835,560,560
460000095084416880,123.44512179999998,41.74671936,1538557079434,1538557079434,561,561
460000095084416880,123.44512179999998,41.74671936,1538557079463,1538557079463,561,561
460000095084416880,123.433609,41.76819992,1538557309670,1538557309670,588,588
460000095084416880,123.43493649999999,41.7759819,1538557557261,1538557557261,562,562
460000095084416880,123.4357605,41.77159119,1538557588301,1538557588301,535,535
460000095084416880,123.4346771,41.76557159,1538557781028,1538557781028,277,277
460000095084416880,123.4760666,41.73958969,1538558552289,1538558552289,563,563
460000095084416880,123.48770139999999,41.74132156,1538558751885,1538558751885,586,586
460000095084416880,123.4723511,41.74560928,1538559017007,1538559017007,573,573
460000095084416880,123.4723511,41.74560928,1538559045474,1538559045474,573,573
460000095084416880,123.4679565,41.771411900000004,1538559424722,1538559424722,582,582
460000095084416880,123.4683838,41.77368164,1538559491032,1538559491032,592,592
460000095084416880,123.45024395,41.80823088,1538560193229.0,1538562451079.0,572.0,144.0
460000095084416880,123.50818629999999,41.83082962,1538563293387,1538563293387,612,612
460000095084416880,123.4769897,41.81869888,1538565167054,1538565167054,614,614
460000095084416880,123.454422,41.80472183,1538565795063,1538565795063,308,308
460000095084416880,123.44795990000001,41.79677963,1538566144353,1538566144353,600,600
460000095084416880,123.4268494,41.78609085,1538566528917,1538566528917,187,187
460000095084416880,123.42707820000001,41.78303909,1538566557273,1538566557273,219,219
460000095084416880,123.42707820000001,41.78303909,1538566602325,1538566602325,219,219
460000095084416880,123.40036770000002,41.79272079,1538566995664,1538566995664,14,14
460000095084416880,123.3785324,41.80574036,1538567930881,1538567930881,607,607
460000095084416880,123.3895187,41.82957077,1538568328604,1538568328604,613,613
460000095084416880,123.4069672,41.80120087,1538569614577,1538569614577,399,399
460000095084416880,123.41359709999999,41.82078171,1538569994035,1538569994035,74,74
460000095084416880,123.42283629999999,41.81243134,1538570763703,1538570763703,602,602
460000095084416880,123.4568787,41.81090164,1538571043824,1538571043824,601,601
460000095084416880,123.44522859999998,41.80406189,1538571587286,1538571587286,578,578
460000095084416880,123.4723587,41.80609894,1538571935469,1538571935469,615,615
460000095084416880,123.47618357,41.77234523,1538573027846.0,1538575000137.0,579.0,579.0
460000095084416880,123.45339969999999,41.79098892,1538575960527,1538575960527,268,268
460000095084416880,123.4472733,41.78739929,1538576588697,1538576588697,557,557
460000095084416880,123.44229890000001,41.75917816,1538576734501,1538576734501,380,380
460000095084416880,123.46047970000001,41.74869919,1538576841338,1538576841338,581,581
460000095084416880,123.4684906,41.74798965,1538577028817,1538577028817,596,596
460000095084416880,123.46495060000001,41.75138092,1538577090363,1538577090363,604,604
460000095084416880,123.4679565,41.771411900000004,1538577407436,1538577407436,582,582
460000095084416880,123.45812990000002,41.78070831,1538577536798,1538577536798,608,608
460000095084416880,123.45909879999999,41.78776169,1538577584380,1538577584380,611,611
460000095084416880,123.4413986,41.79521179,1538578173882,1538578173882,82,82
460000095084416880,123.429451,41.83892059,1538578809832,1538578809832,603,603
460000095084416880,123.39813229999999,41.84843826,1538579185736,1538579185736,616,616
460000095084416880,123.3951721,41.861400599999996,1538579551898,1538579551898,583,583
460000095084416880,123.4065933,41.85773087,1538579997706,1538579997706,280,280
460000095084416880,123.4115906,41.8572197,1538580093087,1538580093087,564,564
460000095084416880,123.4176178,41.85372162,1538580176319,1538580176319,589,589
460000095084416880,123.42252350000001,41.82743073,1538580386775,1538580386775,576,576
460000095084416880,123.4217682,41.82440948,1538580803144,1538580803144,565,565
460000095084416880,123.42086029999999,41.81906128,1538580888876,1538580888876,317,317
460000095084416880,123.4207916,41.81219864,1538580989801,1538580989801,332,332
460000095084416880,123.43235020000002,41.79656982,1538581160053,1538581160053,605,605
460000095084416880,123.4353027,41.78435135,1538581284454,1538581284454,584,584
460000095084416880,123.44268799999999,41.77848816,1538581453458,1538581453458,577,577
460000095084416880,123.4475479,41.777381899999995,1538581540391,1538581540391,566,566
460000095084416880,123.45854950000002,41.78227997,1538581828637,1538581828637,617,617
460000095084420542,123.3974915,41.82318878,1538497247146,1538497247146,1033,1033
460000095084420542,123.40415949999999,41.81858826,1538499592395,1538499592395,395,395
460000095084420542,123.40415949999999,41.81858826,1538501354904,1538501354904,395,395
460000095084420542,123.40415949999999,41.81858826,1538501942480,1538501942480,395,395
460000095084420542,123.40415949999999,41.81858826,1538502910240,1538502910240,395,395
460000095084420542,123.40415949999999,41.81858826,1538503445152,1538503445152,395,395
460000095084420542,123.4045105,41.82040024,1538504310430,1538504310430,1032,1032
460000095084420542,123.4045105,41.82040024,1538505150195,1538505150195,1032,1032
460000095084420542,123.4045105,41.82040024,1538505464992,1538505464992,1032,1032
460000095084420542,123.4045105,41.82040024,1538506659900,1538506659900,1032,1032
460000095084420542,123.4045105,41.82040024,1538508985040,1538508985040,1032,1032
460000095084420542,123.4045105,41.82040024,1538510170759,1538510170759,1032,1032
460000095084420542,123.4045105,41.82040024,1538510744990,1538510744990,1032,1032
460000095084420542,123.4045105,41.82040024,1538513093835,1538513093835,1032,1032
460000095084420542,123.4045105,41.82040024,1538514619835,1538514619835,1032,1032
460000095084420542,123.4045105,41.82040024,1538516627636,1538516627636,1032,1032
460000095084420542,123.40415949999999,41.81858826,1538517809346,1538517809346,395,395
460000095084420542,123.40415949999999,41.81858826,1538518396830,1538518396830,395,395
460000095084420542,123.40415949999999,41.81858826,1538521983588,1538521983588,395,395
460000095084420542,123.40415949999999,41.81858826,1538524847502,1538524847502,395,395
460000095084420542,123.3974915,41.82318878,1538528008416,1538528008416,1033,1033
460000095084420542,123.3974915,41.82318878,1538528331913,1538528331913,1033,1033
460000095084420542,123.40944669999999,41.81962967,1538529260191,1538529260191,76,76
460000095084420542,123.3780212,41.815849299999996,1538530114195,1538530114195,635,635
460000095084420542,123.3780212,41.815849299999996,1538530114243,1538530114243,635,635
460000095084420542,123.3780212,41.815849299999996,1538530497556,1538530497556,635,635
460000095084420542,123.3780212,41.815849299999996,1538530561950,1538530561950,635,635
460000095084420542,123.3780212,41.815849299999996,1538572538978,1538572538978,635,635
460000095084420542,123.41198729999999,41.8078804,1538574250494,1538574250494,56,56
460000095084420542,123.40872959999999,41.80886078,1538574320715,1538574320715,43,43
460000095084420542,123.40872959999999,41.80886078,1538576650902,1538576650902,43,43
460000095084420542,123.40872959999999,41.80886078,1538578890932,1538578890932,43,43
460000095084420542,123.40872959999999,41.80886078,1538580095432,1538580095432,43,43
460000095084420542,123.40872959999999,41.80886078,1538580816714,1538580816714,43,43
460000095084420542,123.40872959999999,41.80886078,1538581465003,1538581465003,43,43
460000095084437788,123.40978999999999,41.80258942,1538515054440,1538515054440,348,348
460000095084437788,123.40978999999999,41.80258942,1538517542759,1538517542759,348,348
460000095084437788,123.40978999999999,41.80258942,1538523556815,1538523556815,348,348
460000095084437788,123.40978999999999,41.80258942,1538538560812,1538538560812,348,348
460000095084437788,123.40978999999999,41.80258942,1538539365510,1538539365510,348,348
460000095084437788,123.42012075,41.8005071,1538574217301.0,1538579594526.0,8.0,348.0
460000095084486097,123.41529007,41.82634506,1538496069690.0,1538498350780.0,65.0,67.0
460000095084486097,123.4109268,41.82249069,1538523393915,1538523393915,67,67
460000095084486097,123.42656962,41.82221858,1538527412177.0,1538528288902.0,68.0,88.0
460000095084486097,123.43215179999999,41.79225922,1538528840834,1538528840834,90,90
460000095084486097,123.44277949999999,41.79285812,1538529255457,1538529255457,71,71
460000095084486097,123.44277949999999,41.79285812,1538529306504,1538529306504,71,71
460000095084486097,123.4385071,41.79291916,1538530671211,1538530671211,73,73
460000095084486097,123.43646240000001,41.79341888,1538536532307,1538536532307,72,72
460000095084486097,123.4314499,41.79272842,1538536974809,1538536974809,86,86
460000095084486097,123.4412203,41.79214335,1538538984552.0,1538541200459.0,82.0,73.0
460000095084486097,123.41334788,41.82677015,1538542942256.0,1538544450968.0,65.0,75.0
460000095084486097,123.41220347,41.82286676,1538544966770.0,1538549516465.0,75.0,67.0
460000095084486097,123.41851045,41.80606143,1538559339240.0,1538561335845.0,74.0,77.0
460000095084486097,123.41336820000001,41.81906128,1538575679413,1538575679413,80,80
460000095084486097,123.4109268,41.82249069,1538576379545,1538576379545,67,67
460000095084486097,123.41638075,41.82648986,1538578481805.0,1538581936167.0,85.0,65.0
460000095084492531,123.36833190000002,41.80548096,1538509277255,1538509277255,618,618
460000095084492531,123.3683319,41.80548096,1538524331089.0,1538530740846.0,618.0,618.0
460000095084492531,123.36833190000002,41.80548096,1538538943406,1538538943406,618,618
460000095084492531,123.36985020000002,41.80355072,1538549884405,1538549884405,626,626
460000095084492531,123.3481064,41.80242157,1538550711114,1538550711114,408,408
460000095084492531,123.3315506,41.78979111,1538551401366,1538551401366,623,623
460000095084492531,123.3326492,41.78289032,1538551980516,1538551980516,622,622
460000095084492531,123.33850100000001,41.78116989,1538553019136,1538553019136,619,619
460000095084492531,123.33939579,41.79996273,1538553618223.0,1538556604089.0,625.0,621.0
460000095084492531,123.33605190000002,41.80081177,1538558659241,1538558659241,621,621
460000095084492531,123.3360519,41.80081177,1538559338159.0,1538565315699.0,621.0,621.0
460000095084492531,123.33605190000002,41.80081177,1538566375610,1538566375610,621,621
460000095084492531,123.33605190000002,41.80081177,1538567180663,1538567180663,621,621
460000095084492531,123.3326492,41.78289032,1538568016294,1538568016294,622,622
460000095084492531,123.386528,41.80400848,1538569462577,1538569462577,351,351
460000095084492531,123.394043,41.79904938,1538569601393,1538569601393,352,352
460000095084492531,123.40065,41.79916,1538569674595,1538569674595,112,112
460000095084492531,123.41438290000002,41.81169891,1538569761814,1538569761814,62,62
460000095084492531,123.41438290000002,41.81169891,1538569764827,1538569764827,62,62
460000095084492531,123.4143829,41.81169891,1538573949100.0,1538576765286.0,62.0,62.0
460000095084492531,123.36833190000002,41.80548096,1538579189608,1538579189608,618,618
460000095084494779,123.3952179,41.784130100000006,1538496302031,1538496302031,444,444
460000095084494779,123.3952179,41.784130100000006,1538496647093,1538496647093,444,444
460000095084494779,123.3952179,41.784130100000006,1538497464244,1538497464244,444,444
460000095084494779,123.3952179,41.784130100000006,1538497558829,1538497558829,444,444
460000095084494779,123.39292140000002,41.85562134,1538499535515,1538499535515,1027,1027
460000095084494779,123.39292140000002,41.85562134,1538499552406,1538499552406,1027,1027
460000095084494779,123.39292140000002,41.85562134,1538499650710,1538499650710,1027,1027
460000095084494779,123.39158629999999,41.85586929,1538499803973,1538499803973,1026,1026
460000095084494779,123.39163207,41.85703405,1538533362958.0,1538536129845.0,1029.0,1027.0
460000095084494779,123.39292140000002,41.85562134,1538549599644,1538549599644,1027,1027
460000095084494779,123.3788223,41.85937119,1538549973967,1538549973967,689,689
460000095084494779,123.35144040000002,41.83649826,1538550782622,1538550782622,1031,1031
460000095084494779,123.3759003,41.82857132,1538551990614,1538551990614,1030,1030
460000095084494779,123.40154456,41.81948328,1538552097027.0,1538555768673.0,1025.0,514.0
460000095084494779,123.41043090000001,41.81703186,1538556525433,1538556525433,514,514
460000095084494779,123.4128571,41.80469894,1538559176301,1538559176301,10,10
460000095084494779,123.4128571,41.80469894,1538561242991,1538561242991,10,10
460000095084494779,123.41542050000001,41.80363083,1538561585495,1538561585495,253,253
460000095084494779,123.4128571,41.80469894,1538563036966,1538563036966,10,10
460000095084494779,123.4128571,41.80469894,1538563225626,1538563225626,10,10
460000095084494779,123.4128571,41.80469894,1538567332210,1538567332210,10,10
460000095084494779,123.41542050000001,41.80363083,1538567464147,1538567464147,253,253
460000095084494779,123.4128571,41.80469894,1538570016110,1538570016110,10,10
460000095084494779,123.4128571,41.80469894,1538570071496,1538570071496,10,10
460000095084494779,123.4128571,41.80469894,1538571594110,1538571594110,10,10
460000095084494779,123.4128571,41.80469894,1538571601874,1538571601874,10,10
460000095084494779,123.400322,41.82603073,1538572156155,1538572156155,658,658
460000095084494779,123.39156340000001,41.85456085,1538572889560,1538572889560,1028,1028
460000095084494779,123.39158629999999,41.85586929,1538574465911,1538574465911,1026,1026
460000095084995924,123.4685898,41.73131179999999,1538497363761,1538497363761,189,189
460000095084995924,123.4340591,41.73952103,1538497919489,1538497919489,200,200
460000095084995924,123.4014435,41.756721500000005,1538498222290,1538498222290,191,191
460000095084995924,123.3988419,41.75511932,1538498266138,1538498266138,183,183
460000095084995924,123.3831787,41.75664902,1538498420134,1538498420134,169,169
460000095084995924,123.3493824,41.78369586,1538498483374.0,1538500156734.0,211.0,215.0
460000095084995924,123.35202636,41.784865,1538501129584.0,1538548682772.0,174.0,167.0
460000095084995924,123.34635108,41.78866475,1538562386800.0,1538571887395.0,162.0,177.0
460000095084995924,123.3783112,41.78226852,1538572836730,1538572836730,199,199
460000095084995924,123.3783112,41.78226852,1538572877705,1538572877705,199,199
460000095084995924,123.3834229,41.78184128,1538573016036,1538573016036,210,210
460000095084995924,123.4277878,41.76531982,1538573971740,1538573971740,203,203
460000095084995924,123.4277878,41.76531982,1538573971944,1538573971944,203,203
460000095084995924,123.39610197,41.75146198,1538574516992.0,1538576363958.0,216.0,183.0
460000095084995924,123.41256956,41.79025289,1538576893330.0,1538578902686.0,185.0,180.0
460000095084995924,123.4054337,41.73435974,1538579213268,1538579213268,120,120
460000095084995924,123.4054337,41.73435974,1538579253408,1538579253408,120,120
460000095084995924,123.4086685,41.73022079,1538579334011,1538579334011,208,208
460000095084995924,123.39669040000001,41.72800064,1538579570295,1538579570295,195,195
460000095084995924,123.4003372,41.748909000000005,1538580129769,1538580129769,126,126
460000095084995924,123.4256287,41.75188065,1538580402524,1538580402524,204,204
460000095084995924,123.4266129,41.75957108,1538580480320,1538580480320,181,181
460000095084995924,123.4266129,41.75957108,1538580624419,1538580624419,181,181
460000095084995924,123.43051657,41.78312493,1538580930150.0,1538582147106.0,196.0,23.0
460000095090129828,123.3495178,41.79727936,1538497075012,1538497075012,770,770
