longitude,latitude,laci,newPlot
123.4014587,41.80643845,16789-55568712,437
123.367691,41.8111496,16887-67684641,438
123.3847275,41.76959991,16788-67471883,275
123.339653,41.81502151,16888-60150147,439
123.3968582,41.8028717,16887-67639349,294
123.4299622,41.7955513,16640-2202123,440
123.4299622,41.7955513,16640-2358293,440
123.4120865,41.78800964,16401-2483509,441
123.4299622,41.7955513,16640-2202163,440
123.4083481,41.77854156,16401-67458111,442
123.4022293,41.78134155,16401-13091469,443
123.3952179,41.7841301,16884-67451711,444
123.3726807,41.79486084,16794-2563094,445
123.3826599,41.8101387,16887-67696651,446
123.4639206,41.80471039,16885-68102451,157
123.4663086,41.80532074,16885-67201035,447
123.4268494,41.79563141,16640-12597123,448
123.465683,41.80266953,16407-67198987,449
123.465683,41.80266953,16407-67198988,449
123.4678802,41.80458069,16885-235263768,450
123.4638138,41.80162811,16407-68100159,153
123.4299622,41.7955513,16640-2358294,440
123.4638138,41.80162811,16407-68100157,153
123.465683,41.80266953,16407-67199028,449
123.3732986,41.79420853,16794-12633229,451
123.3718033,41.79592896,16794-235152179,452
123.4266968,41.79343033,16640-67476747,453
123.4166718,41.8102417,16789-67291404,13
123.4287415,41.79898834,16640-2531123,454
123.3731918,41.79338837,16794-2548235,455
123.4746933,41.79481125,16793-249609780,456
123.465683,41.80266953,16407-67199027,449
123.4637909,41.81052017,16885-60637859,457
123.4489136,41.80635071,16885-67203135,458
123.4161072,41.78958893,16401-67447347,49
123.3731918,41.79338837,16794-2548287,455
123.4299622,41.7955513,16640-2202124,440
123.3997421,41.79064178,16655-67381783,459
123.3417969,41.66085815,16386-67529523,460
123.3958817,41.79579926,16642-2180885,461
123.4003677,41.79272079,16655-68109590,14
123.3952179,41.79211044,16655-12599970,462
123.3997421,41.79064178,16655-67381784,459
123.3346634,41.66479874,16386-67699724,463
123.3417969,41.66085815,16386-67529543,460
123.3997421,41.79064178,16655-67381782,459
123.3997421,41.79064178,16655-67381781,459
123.3343735,41.67208099,16386-67525900,464
123.3346634,41.66479874,16386-67699725,463
123.3925018,41.80960083,16789-67665982,465
123.3417969,41.66085815,16386-67529483,460
123.4014587,41.80643845,16789-55568711,437
123.3776627,41.72552872,16650-67588620,466
123.3417969,41.66085815,16386-67529533,460
123.3987808,41.79122162,16655-67776279,467
123.3942108,41.77685928,16884-67577356,276
123.3495331,41.66714859,16386-67815436,468
123.3458176,41.6639595,16386-67717171,469
123.3471069,41.66733932,16386-67824651,470
123.3458176,41.6639595,16386-67717181,469
123.3845367,41.54256058,16642-235026197,471
123.4329834,41.81972885,16789-61351556,472
123.4403229,41.8205986,16642-2180669,473
123.4286728,41.81935883,16789-12639620,333
123.3993683,41.75222015,16788-67738419,474
123.3458176,41.6639595,16386-67717131,469
123.3732529,41.66904831,16386-2543115,475
123.3458176,41.6639595,16386-67717182,469
123.3904877,41.83256912,16409-235155212,476
123.40065,41.79916,16655-67684107,112
123.2798462,41.77922058,16654-67905292,477
123.3995667,41.80458832,16789-67574028,478
123.348671,41.40481186,16868-237016125,479
123.4019547,41.74487686,16788-249690933,480
123.4026031,41.7406311,16788-67555595,481
123.3872604,41.68149948,16399-60684301,117
123.3261337,41.80942917,16888-67962676,482
123.2885971,41.75391006,16651-61350531,483
123.3417969,41.66085815,16386-67529484,460
123.3926086,41.83023071,16409-67647285,484
123.3572617,41.84912109,16797-67845645,485
123.4195023,41.79898071,16640-67440189,486
123.40065,41.79916,16655-67684147,112
123.3983231,41.81044006,16789-2459404,487
123.4248505,41.80847931,16789-67568181,89
123.3806305,41.54835892,16642-235025685,488
123.4219589,41.80764008,16789-234967052,489
123.3486404,41.66754913,16386-67818763,490
123.2778473,41.78396988,16654-2172939,491
123.4128571,41.80469894,16789-67436812,10
123.3675079,41.79407883,16794-67681805,492
123.4248505,41.80847931,16789-67568140,89
123.4228821,41.80553818,16789-2225173,493
123.527092,41.82112885,16398-67248673,494
123.4197617,41.82294846,16644-67676171,495
123.4052505,41.81732178,16644-2236171,496
123.5230331,41.8208313,16398-67248160,497
123.5068283,41.81856155,16793-2158388,498
123.470108,41.80852127,16885-13047949,499
123.4500885,41.74700928,16405-67507469,500
123.4353333,41.7365303,16405-67578144,501
123.4234619,41.77199936,16401-2614284,502
123.3646774,41.8122406,16887-2160395,503
123.3991394,41.82085037,16409-67652108,61
123.4402771,41.7974205,16640-67223347,504
123.4684219,41.80614853,16885-67898891,505
123.4723511,41.81412125,16885-68098355,506
123.4117813,41.72259903,16650-67330571,507
123.3872604,41.68149948,16399-60684299,117
123.4380798,41.73965836,16405-67493388,508
123.4532776,41.81713104,16885-67211021,509
123.3579788,41.80804825,16388-67667517,510
123.3942108,41.77685928,16884-67577357,276
123.3525925,41.81206131,16388-235161662,511
123.4288864,41.77196121,16402-67463437,512
123.417511,41.82001114,16644-67664161,513
123.4041595,41.81858826,16644-67692595,395
123.4104309,41.81703186,16789-67662901,514
123.4094467,41.81962967,16644-67290943,76
123.3730774,41.82954025,16409-67647540,515
123.4166107,41.82537079,16644-13099416,516
123.4704819,41.80458832,16885-2579725,517
123.5534897,41.82307053,16411-2583053,339
123.449791,41.80157852,16407-67198477,518
123.4834518,41.81864166,16793-12619019,519
123.4685211,41.82378006,16395-67229473,520
123.4367371,41.78224945,16882-67479565,521
123.5091095,41.80796814,16398-234951457,522
123.5079498,41.7985611,16398-2496779,523
123.4704819,41.80458832,16885-2579723,517
123.490387,41.820961,16793-234963253,524
123.4284592,41.73984146,16650-67493645,525
123.5230331,41.8208313,16398-67248190,497
123.527092,41.82112885,16398-67248671,494
123.4459076,41.78593826,16882-67184652,526
123.3968506,41.8096199,16789-55569736,527
123.3436508,41.82538986,16888-67853068,528
123.3436508,41.82538986,16888-67853069,528
123.4546127,41.83404922,16645-67218956,529
123.3816299,41.8310318,16409-67647756,530
123.3730774,41.82954025,16409-67647549,515
123.3805008,41.82862854,16409-67655733,531
123.4301834,41.82373047,16644-2291980,69
123.4437332,41.81024933,16885-67204876,532
123.3764114,41.79084015,16794-67688755,533
123.3641663,41.83003998,16409-2353429,534
123.393837,41.82297134,16409-67646220,390
123.4357605,41.77159119,16402-67463711,535
123.4115295,41.76802826,16788-67465996,536
123.3991394,41.82085037,16409-67652148,61
123.4498215,41.8127594,16885-67207732,102
123.4448166,41.74306107,16405-2430270,537
123.4489136,41.80635071,16885-67203104,458
123.3511581,41.81327057,16388-60679053,538
123.3412704,41.81267929,16388-12796804,539
123.3953934,41.74097061,16650-60128132,540
123.4089737,41.76647949,16788-12781453,541
123.4132919,41.82429123,16644-67663422,68
123.5416565,41.81560898,16398-67267389,542
123.4944763,41.79679108,16793-67232287,543
123.5070038,41.801651,16398-60301956,544
123.5332718,41.81359863,16398-2225716,545
123.4569016,41.82500839,16395-67214605,546
123.3620377,41.8315506,16409-234967307,547
123.4431534,41.81735992,16885-67210548,548
123.4402771,41.7974205,16640-67223328,504
123.4396362,41.80488968,16789-67200779,1
123.4153519,41.7809906,16401-67454733,172
123.386528,41.80400848,16887-67645217,351
123.4698181,41.81048965,16885-67205388,549
123.4393463,41.81206894,16789-12631961,550
123.5272903,41.80955887,16398-68118305,551
123.5448608,41.82051086,16398-234924556,552
123.3321991,41.81190109,16888-234916404,553
123.3837128,41.78890991,16794-59998340,554
123.4146423,41.71826172,16650-67534132,555
123.4380798,41.73965836,16405-67493437,508
123.3437576,41.8087883,16388-67868427,556
123.4472733,41.78739929,16882-55590993,557
123.4159088,41.83135986,16644-59984005,558
123.5332718,41.81359863,16398-2225717,545
123.3805008,41.82862854,16409-67655692,531
123.4146423,41.71826172,16650-67534091,555
123.4660721,41.70196915,16650-67755551,559
123.4584198,41.7183609,16650-67715133,560
123.4451218,41.74671936,16405-67565109,561
123.4349365,41.7759819,16882-67507744,562
123.4760666,41.73958969,16883-67487499,563
123.4572067,41.81924057,16395-67211788,144
123.4115906,41.8572197,16792-249684543,564
123.4217682,41.82440948,16644-67677493,565
123.4475479,41.7773819,16882-67180595,566
123.2977524,41.66146088,16400-235023925,567
123.37603,41.67359161,16386-2368011,568
123.396553,41.74718094,16788-67512096,569
123.407959,41.74264908,16788-2294539,570
123.4550171,41.72201157,16405-67491636,571
123.4357605,41.77159119,16402-67463712,535
123.449028,41.79338074,16407-67190581,572
123.4723511,41.74560928,16883-67486752,573
123.454422,41.80472183,16885-67200564,308
123.3238373,41.65752029,16386-67527435,574
123.4346771,41.76557159,16402-67466548,277
123.4531174,41.81481171,16885-67208757,575
123.4225235,41.82743073,16644-67669557,576
123.442688,41.77848816,16882-67181109,577
123.4452286,41.80406189,16885-67200267,578
123.4788437,41.77415848,16646-67238709,579
123.4748535,41.7714386,16646-67238431,580
123.4604797,41.74869919,16405-61677443,581
123.4679565,41.7714119,16647-67242527,582
123.3951721,41.8614006,16792-235030805,583
123.4353027,41.78435135,16882-60626061,584
123.3639603,41.66891861,16386-235022880,585
123.4065933,41.85773087,16792-2241037,280
123.4877014,41.74132156,16405-67566624,586
123.4723511,41.74560928,16883-67715873,573
123.4026031,41.7406311,16788-67555596,481
123.3639603,41.66891861,16386-235022879,585
123.2977524,41.66146088,16400-235023924,567
123.4378586,41.80459976,16789-67475981,587
123.433609,41.76819992,16402-67465483,588
123.4176178,41.85372162,16644-67669259,589
123.4208603,41.81906128,16789-67295539,317
123.4156494,41.73472977,16650-67544373,590
123.3636703,41.67567825,16386-67736844,591
123.4683838,41.77368164,16647-67250444,592
123.4025497,41.80027008,16655-2374165,593
123.3758926,41.67221069,16386-2368525,594
123.3321228,41.65560913,16386-249654283,595
123.4268494,41.78609085,16640-67478581,187
123.4684906,41.74798965,16883-59772949,596
123.4093323,41.73904037,16650-67543869,597
123.4054337,41.73435974,16650-67544587,120
123.3238373,41.65752029,16386-67527476,574
123.2928391,41.66016006,16400-55576913,598
123.3960419,41.80461121,16789-67685153,599
123.3953934,41.74097061,16650-60128131,540
123.4479599,41.79677963,16407-67194165,600
123.4003677,41.79272079,16655-67444492,14
123.4568787,41.81090164,16885-67206462,601
123.4069672,41.80120087,16789-60659331,399
123.4788437,41.77415848,16646-67238689,579
123.4270782,41.78303909,16401-67452940,219
123.4228363,41.81243134,16789-67575819,602
123.4413986,41.79521179,16407-234984253,82
123.429451,41.83892059,16644-67260478,603
123.4207916,41.81219864,16789-12601496,332
123.4028625,41.77616882,16884-67460414,293
123.4649506,41.75138092,16883-67533068,604
123.4323502,41.79656982,16640-67505419,605
123.3593903,41.80435944,16794-67684383,606
123.3785324,41.80574036,16887-67671091,607
123.4748535,41.7714386,16646-67238451,580
123.4533997,41.79098892,16407-249616435,268
123.4581299,41.78070831,16646-67181601,608
123.4540863,41.68320084,16399-67757089,609
123.468399,41.70088959,16650-61733517,610
123.4590988,41.78776169,16646-67185677,611
123.5081863,41.83082962,16398-234959136,612
123.3895187,41.82957077,16409-2581044,613
123.4769897,41.81869888,16793-68092980,614
123.4723587,41.80609894,16885-67201855,615
123.4422989,41.75917816,16402-234948413,380
123.3981323,41.84843826,16409-235156275,616
123.4585495,41.78227997,16646-55578961,617
123.3683319,41.80548096,16794-2259469,618
123.338501,41.78116989,16388-67913760,619
123.3425217,41.79898071,16388-67858443,620
123.3425217,41.79898071,16388-67858445,620
123.3360519,41.80081177,16388-249614645,621
123.3360519,41.80081177,16388-249614605,621
123.394043,41.79904938,16887-235143968,352
123.4143829,41.81169891,16789-67584268,62
123.3481064,41.80242157,16388-67689524,408
123.3326492,41.78289032,16388-234920481,622
123.3315506,41.78979111,16388-68067596,623
123.4143829,41.81169891,16789-67584308,62
123.4141312,41.89191818,16408-60314519,624
123.3465195,41.79853058,16388-60633988,625
123.3698502,41.80355072,16794-67653685,626
123.3360519,41.80081177,16388-249614603,621
123.386528,41.80400848,16887-67645237,351
123.4435272,41.81632996,16885-234955573,93
123.4427567,41.81018066,16885-60654991,627
123.4399872,41.81465912,16885-67210015,628
123.3919601,41.81158066,16789-235161395,436
123.4399872,41.81465912,16885-67210046,628
123.4697189,41.80329132,16793-235009046,629
123.4649277,41.80207825,16407-235052596,630
123.4637909,41.81052017,16885-60637848,457
123.4663086,41.80532074,16885-67201086,447
123.441658,41.81389999,16885-235268629,631
123.4399872,41.81465912,16885-67210035,628
123.4697189,41.80329132,16793-235008277,629
123.4436264,41.81367111,16885-67208255,632
123.4405975,41.81287003,16885-234955029,633
123.3848801,41.81599045,16887-67635763,634
123.3780212,41.8158493,16887-67638324,635
123.4404373,41.81866837,16885-67211573,636
123.4369736,41.81069946,16789-67205693,148
123.4610901,41.81003189,16885-67204669,637
123.4608994,41.8087883,16885-67202622,638
123.4639206,41.80471039,16885-68102413,157
123.4393463,41.81206894,16789-12631941,550
123.4673386,41.80189896,16407-67109910,639
123.4551086,41.8017807,16407-234992691,640
123.4649277,41.80207825,16407-235052566,630
122.6752625,41.52082062,16642-67924511,641
123.4673386,41.80189896,16407-67140117,639
123.3872375,41.81021118,16887-67685695,642
123.4393463,41.81206894,16789-12631971,550
123.4589996,41.80213165,16407-67198773,155
123.4637909,41.81052017,16885-60637828,457
123.4697189,41.80329132,16793-235008789,629
123.4683304,41.80361176,16793-67200011,643
123.4404373,41.81866837,16885-67211533,636
123.4543991,41.80009079,16407-67197245,139
123.4603577,41.83380127,16395-68102945,644
123.4764099,41.82775116,16395-60335502,645
123.4607391,41.80451965,16885-67201548,646
123.3872375,41.81021118,16887-67685643,642
123.4638138,41.80162811,16407-68100158,153
123.4543991,41.80009079,16407-67197195,139
123.3848801,41.81599045,16887-67635723,634
123.4369736,41.81069946,16789-67205683,148
123.4279633,41.80072021,16640-68078869,647
123.4273224,41.80459976,16789-67437108,648
123.4273224,41.80459976,16789-67437068,648
123.4267578,41.80054855,16640-67577908,649
123.4277267,41.8098793,16789-67573260,650
123.3981323,41.84843826,16409-235156236,616
123.4046021,41.84236145,16644-2547005,651
123.3901596,41.82489014,16409-235159359,652
123.3876038,41.82257843,16409-67652741,653
123.389061,41.82654953,16409-67665184,654
123.4176178,41.85372162,16644-67669260,589
123.4267578,41.80054855,16640-67577867,649
123.4087219,41.85224915,16644-67669811,655
123.4046021,41.84236145,16644-2546956,651
123.4101105,41.80524063,16789-54538833,656
123.4267578,41.80054855,16640-67577917,649
123.4312515,41.80846024,16789-67475509,2
123.4113922,41.83663177,16644-235145228,657
123.3991394,41.82085037,16409-67652107,61
123.400322,41.82603073,16644-67668493,658
123.4077377,41.83958817,16644-67656203,659
123.3982391,41.85168076,16409-68119309,385
123.4113922,41.83663177,16644-235145229,657
123.393837,41.82297134,16409-67646221,390
123.4312515,41.80846024,16789-67475469,2
123.3857422,41.82580185,16409-12610692,660
123.415947,41.82638931,16644-61726861,85
123.4166107,41.82537079,16644-13099417,516
123.4132919,41.82429123,16644-67663421,68
123.4172211,41.8232193,16644-60105881,87
123.4166107,41.82537079,16644-13099395,516
123.4166107,41.82537079,16644-13099415,516
123.4166718,41.8102417,16789-67291454,13
123.4117813,41.80295181,16789-12785293,349
123.4166718,41.8102417,16789-67291403,13
123.4181671,41.81634903,16789-67673406,661
123.417511,41.82001114,16644-67664191,513
123.4166718,41.8102417,16789-67291455,13
123.4166718,41.8102417,16789-67291444,13
123.4172211,41.8232193,16644-60105879,87
123.4166718,41.8102417,16789-67291405,13
123.4142609,41.80113983,16789-67574836,207
123.4131699,41.81354904,16789-235162124,59
123.4169998,41.81206894,16789-61715085,662
123.4217682,41.82440948,16644-67677503,565
123.4207916,41.81219864,16789-12601477,332
123.4248505,41.80847931,16789-67568179,89
123.4166718,41.8102417,16789-67291453,13
123.3912964,41.86468887,16792-235031318,663
123.4136581,41.81689835,16642-249675788,58
123.4166718,41.8102417,16789-67291443,13
123.4207916,41.81219864,16789-12601497,332
123.4217682,41.82440948,16644-67677473,565
123.4168396,41.82715988,16644-67663678,65
123.4121704,41.8152504,16789-67681075,5
123.4208603,41.81906128,16789-67295540,317
123.4173279,41.85960007,16792-2564671,664
123.4120865,41.78800964,16401-2483508,441
123.4165497,41.7883606,16401-235045141,665
123.4212189,41.79726028,16640-67441185,666
123.4102478,41.80656052,16789-234987541,667
123.3893738,41.79671097,16794-67643965,668
123.3099976,41.76716995,16404-68006727,669
123.3428116,41.77489853,16404-54545745,670
123.3427887,41.7762413,16643-67768843,671
123.3592834,41.78012085,16643-67686965,672
123.3827209,41.7816391,16406-235016499,673
123.4225464,41.80387115,16789-67437324,435
123.3452911,41.7778511,16643-67311115,674
123.4338303,41.77341843,16402-67428661,675
123.4180069,41.8096199,16789-67790101,676
123.4186935,41.85626984,16792-55573575,677
123.4181137,41.79104996,16640-13072270,288
123.4338303,41.77341843,16402-67428631,675
123.3099976,41.76716995,16404-68006667,669
123.3141098,41.77170181,16404-67633420,678
123.4151917,41.79349136,16640-67444020,51
123.3152695,41.76459885,16404-67617568,679
123.3244171,41.76126862,16651-2584629,680
123.3588409,41.77991104,16643-67794967,681
123.3592834,41.78012085,16643-67686943,672
123.3504333,41.70307922,16650-67543603,682
123.3504333,41.70307922,16650-67543563,682
123.3372116,41.52492142,16648-54565705,34
122.8812714,41.14147186,16770-2670603,683
123.3921814,41.78488922,16884-60122510,684
123.3504333,41.70307922,16650-67543565,682
123.2034988,41.37300873,16866-13445272,685
123.3225174,41.52254868,16648-68118797,686
123.4206696,41.81819916,16789-55523409,687
123.3816299,41.8310318,16409-67647797,530
123.3902664,41.80527878,16887-13103883,688
123.3788223,41.85937119,16797-2584076,689
123.3797531,41.86117172,16797-67690548,690
123.3829803,41.86631012,16797-61694861,691
123.371933,41.87068939,16797-61691021,692
123.3753204,41.86518097,16797-67862283,693
123.3753204,41.86518097,16797-67862285,693
123.3583832,41.85480118,16797-55554889,694
123.3622437,41.85683823,16797-55509832,695
123.3519974,41.84735107,16797-61356419,696
123.3519974,41.84735107,16797-61356420,696
123.3572617,41.84912109,16797-67845643,485
123.3065186,41.80070877,16654-67870733,697
123.3214493,41.81682968,16888-67846688,698
123.3024979,41.79103851,16654-249681213,699
123.2993927,41.79048157,16654-249680702,700
123.3024979,41.79103851,16654-249681215,699
123.2993927,41.79048157,16654-249680701,700
123.2993927,41.79048157,16654-249680691,700
123.3995667,41.80458832,16789-67574029,478
123.3268814,41.81354141,16888-67672076,701
123.3065186,41.80070877,16654-67870772,697
123.3581696,41.85779953,16797-55512391,702
123.3024979,41.79103851,16654-249681205,699
123.3698578,41.78266144,16406-235143693,703
123.3635864,41.7950592,16794-2572045,704
123.3935318,41.80329132,16887-60672141,705
123.3742676,41.79042816,16794-67692852,706
123.3718033,41.79592896,16794-235152140,452
123.3683319,41.80548096,16794-2259507,618
123.3877335,41.78232956,16884-67453965,707
123.4173279,41.85960007,16792-2564619,664
123.414093,41.86331177,16792-67672587,708
123.4874725,41.80281067,16793-2288139,709
123.3592834,41.78012085,16643-67686945,672
123.3691483,41.76670837,16643-2372148,710
123.3605576,41.77761841,16643-67697953,175
123.3694382,41.77545929,16643-67638837,711
123.3309326,41.8152504,16888-60137091,712
123.3336182,41.76951981,16404-67893557,713
123.3377228,41.76914978,16404-67975221,201
123.3872986,41.80065155,16887-67651361,50
123.3583832,41.85480118,16797-55554887,694
123.3572617,41.84912109,16797-67845685,485
123.3653107,41.83895874,16409-60133763,714
123.3633804,41.78763962,16406-67673139,715
123.3698502,41.80355072,16794-67653665,626
123.3276978,41.82641983,16888-67867680,716
123.3736496,41.81726837,16887-235150388,717
123.4094467,41.81962967,16644-67290931,76
123.4068375,41.81980896,16644-13087629,718
123.3876038,41.82257843,16409-67652739,653
123.389061,41.82654953,16409-67665183,654
123.3657303,41.79813004,16794-2372915,719
123.363327,41.78472137,16406-2516533,720
123.3624802,41.85189056,16797-61405317,721
123.3005066,41.78953934,16404-60027021,722
123.4142609,41.80113983,16789-67574797,207
123.4992218,41.84148026,16645-68103230,723
123.4277878,41.86291122,16792-235253516,724
123.3730774,41.82954025,16409-67647501,515
123.3915329,41.83559036,16409-234885901,725
123.3623505,41.78538895,16406-67683124,726
123.3054276,41.7975502,16654-60138116,727
123.4327087,41.81156921,16789-67300157,728
123.3691483,41.76670837,16643-2372159,710
123.4253082,41.83148956,16644-2519603,729
123.4207077,41.83255005,16644-67671349,730
123.3902664,41.80527878,16887-13103884,688
123.3667068,41.76823044,16643-61404291,731
123.3462982,41.78725052,16388-67358731,167
123.3686371,41.79207993,16794-13043085,732
123.3521576,41.77743912,16643-2545164,733
123.3530121,41.81489944,16887-67696947,734
123.3052216,41.78585052,16404-249673779,735
123.3088303,41.7948494,16654-67902783,128
123.3926086,41.83023071,16409-67647245,484
123.3370209,41.82825851,16888-67969803,297
123.3355484,41.82492065,16888-67998475,122
123.3214493,41.81682968,16888-67846689,698
123.3201294,41.81035995,16888-61347203,736
123.3200912,41.81504822,16888-67847200,737
123.3241501,41.81502914,16888-60299141,738
123.3050613,41.79481125,16654-2242316,739
123.4949493,41.80358887,16793-13088397,740
123.3664474,41.77165985,16643-249567499,741
123.3602676,41.7938385,16406-67641663,742
123.3321991,41.81190109,16888-234916405,553
123.3667831,41.80855179,16887-235151669,743
123.3683929,41.81520844,16887-67383821,744
123.3548279,41.8058815,16388-67693067,745
123.3355484,41.82492065,16888-67998515,122
123.4109268,41.82249069,16644-67298611,67
123.4166107,41.82537079,16644-13099396,516
123.4031906,41.7634201,16788-67468084,746
123.3704987,41.8051796,16794-67634956,54
123.3698502,41.80355072,16794-67653684,626
123.3514862,41.77460098,16643-67660575,747
123.3788223,41.85937119,16797-2584075,689
123.3163681,41.80162048,16654-67866125,748
123.3303223,41.80522919,16654-60129156,749
123.3622437,41.85683823,16797-55509833,695
123.3664169,41.82369995,16409-235144737,750
123.3583298,41.76795959,16643-2278412,751
123.3745193,41.76560974,16643-67639861,752
123.3812103,41.76419067,16788-67434549,753
123.29879,41.79964828,16654-67850763,422
123.3765411,41.85784912,16797-234915872,754
123.3685074,41.85895157,16797-67957004,755
123.3436508,41.82538986,16888-67853067,528
123.4021606,41.8132515,16789-67677963,756
123.3980179,41.80838013,16789-67693323,757
123.3704987,41.8051796,16794-67634995,54
123.34655,41.83549881,16888-249686079,758
123.34655,41.83549881,16888-249686029,758
123.3755112,41.83227158,16409-235156020,759
123.406662,41.82329941,16644-67299635,760
123.405571,41.81143188,16789-68076045,761
123.3384399,41.82661057,16888-249626380,762
123.3653717,41.78133011,16406-67689247,763
123.3509064,41.78245163,16643-67637299,215
123.3718033,41.79592896,16794-235152180,452
123.3755569,41.80070877,16794-13084558,764
123.3261337,41.80942917,16888-67962635,482
123.3646774,41.8122406,16887-2160436,503
123.3024979,41.79103851,16654-249681165,699
123.3834229,41.78184128,16406-67688254,210
123.3783112,41.78226852,16406-67640588,199
123.3680878,41.8008194,16794-67653921,765
123.3587799,41.79177856,16406-67682613,766
123.367691,41.8111496,16887-67684660,438
123.3872986,41.80065155,16887-67651360,50
123.3388977,41.77386856,16404-67852862,150
123.3720703,41.79911041,16794-67672332,258
123.3435516,41.75003815,16651-60297859,767
123.4653778,41.77112961,16647-60337294,768
123.3239517,41.81840897,16888-67846944,769
123.3256607,41.7711792,16404-67963701,290
123.3495178,41.79727936,16388-67638590,770
123.3495178,41.79727936,16388-67638591,770
123.4566269,41.74333954,16405-67505165,771
123.4490967,41.735569,16405-60133272,772
122.5482101,41.48950958,16457-60417677,773
122.3787766,41.41452026,16768-71109644,774
123.1221008,42.17063904,16403-60153221,775
123.435463,42.46495819,16397-2567181,776
123.5040512,42.11447906,16653-67992844,777
123.5488968,42.46023178,16732-69107725,778
123.3812485,41.77801895,16643-67696139,779
123.5453186,42.45396042,16732-236228108,226
123.4161987,42.43463898,16397-67968779,780
123.41539,42.22533035,16403-54573639,781
123.5389099,41.97134018,16653-67994893,782
123.3942184,41.81533051,16887-235160884,783
123.2398911,41.7985611,16389-234926624,784
122.7583313,41.55583954,16649-235097356,785
123.427948,41.75685883,16788-67469887,786
123.4470367,42.50167847,16397-55788873,249
123.4490967,41.735569,16405-60133271,772
123.4183426,42.38050842,16387-235067915,787
123.4515305,41.73387146,16405-2134805,788
123.075119,41.71997833,16400-60346755,789
123.3827209,41.7816391,16406-235016501,673
123.4451218,41.74671936,16405-67565087,561
123.4369736,41.81069946,16789-67205644,148
123.2728424,41.80149841,16654-67964172,790
123.1767197,41.7659111,16389-235244299,791
123.0549316,41.70753098,16400-60144515,792
123.3980179,41.80838013,16789-67693325,757
123.3950882,41.80569077,16789-2224701,793
123.3935318,41.80329132,16887-60672142,705
123.4513168,41.73693848,16405-67713549,794
123.2966919,41.84577179,16888-2461195,795
123.2387695,41.79053116,16389-68023309,796
123.4481201,42.48986816,16397-67981835,243
123.5492096,42.44966888,16732-236334603,238
123.3599625,41.78884888,16406-67668788,797
122.3518295,41.4070282,16768-235570187,798
123.3695297,42.21958923,16403-2464524,799
123.3128815,41.84870911,16888-68025652,800
122.8493805,41.590271,16392-235125280,801
123.4281998,42.18392944,16403-68140811,802
123.3421478,41.77145004,16404-67877131,291
123.5008469,42.49478912,16397-68046605,803
123.4083099,42.2981987,16387-235111436,804
123.4378586,41.80459976,16789-67476029,587
123.4081192,41.80641937,16789-61706126,270
123.4033737,41.81044006,16789-67307572,805
123.3921814,41.78488922,16884-60122509,684
123.4033737,41.81044006,16789-67307533,805
123.3891907,41.78546906,16884-67451444,806
123.4154205,41.80363083,16789-67581197,253
123.4267578,41.80054855,16640-67577919,649
123.4044189,41.79558945,16655-235258134,807
123.394043,41.79904938,16887-235143969,352
123.3268814,41.81354141,16888-67672115,701
123.3475418,41.81744003,16887-67660045,808
123.3241501,41.81502914,16888-60299139,738
123.40979,41.80258942,16789-67438131,348
123.4359436,41.80569839,16789-67483957,8
123.4225464,41.80387115,16789-67437325,435
123.4219589,41.80764008,16789-234967051,489
123.4320221,41.80392075,16789-67494963,11
123.4273224,41.80459976,16789-67437107,648
123.419281,41.80438995,16789-67569460,809
123.4142609,41.80113983,16789-67574795,207
123.419281,41.80438995,16789-67569459,809
123.419899,41.8031311,16789-54561095,810
123.4041138,41.7967186,16655-67441470,356
123.3968506,41.8096199,16789-55569737,527
123.3872375,41.81021118,16887-67685693,642
123.3931732,41.80286026,16887-67650111,434
123.3919601,41.81158066,16789-235161407,436
123.3968506,41.8096199,16789-55569735,527
123.3925018,41.80960083,16789-67665933,465
123.3919601,41.81158066,16789-235161357,436
123.3919601,41.81158066,16789-235161406,436
123.3925018,41.80960083,16789-67665981,465
123.3872375,41.81021118,16887-67685683,642
123.3919601,41.81158066,16789-235161397,436
123.3894806,41.81341171,16887-67645472,255
123.3410721,41.42948151,16866-11884686,811
123.3440704,41.42744827,16866-69657869,812
123.3291702,41.43045044,16866-11809548,813
123.3291702,41.43045044,16866-11809549,813
123.3373184,41.42816162,16866-69649675,814
123.3190002,41.4244194,16866-236978485,815
123.3244705,41.42053986,16866-69665549,816
123.3288193,41.42713165,16866-69664267,817
123.3283386,41.60313034,16648-2433805,818
123.3894806,41.81341171,16887-67645493,255
123.334343,41.42295837,16866-236990732,819
123.3324203,41.42446899,16866-69649932,820
123.3190002,41.4244194,16866-236978445,815
123.3695297,41.48500061,16868-12709899,821
123.318512,41.65444946,16648-67561791,822
123.3132935,41.43418884,16866-236990219,823
123.2855835,41.82756042,16888-67913995,824
123.3458405,41.43550873,16866-69661237,825
123.33004,41.57017899,16648-67726860,39
123.331337,41.4194603,16866-69665292,826
123.3132935,41.43418884,16866-236990259,823
123.3839264,41.77677155,16788-67433503,827
123.3196106,41.50096893,16866-1501965,828
123.3996277,41.69952011,16650-67640075,829
123.3291702,41.43045044,16866-11809547,813
123.3324203,41.42446899,16866-69649931,820
123.331337,41.4194603,16866-69665291,826
123.3380585,41.41878128,16866-69662476,830
123.3458405,41.43550873,16866-69661246,825
123.3195572,41.42761993,16866-69715980,831
123.3068008,41.71073151,16650-67706124,832
